0.793243,1.289731,1.169852,0.929201,0.798424,0.295682,0.665963,1.254063,1.106910,0.821324,0.671802,0.136630,-1.286099,-1.286097,-1.286089,-1.286066
1.289731,1.169852,0.929201,0.798424,0.295682,-0.051270,1.254063,1.106910,0.821324,0.671802,0.136630,-0.192896,-1.286097,-1.286089,-1.286066,-1.285997
1.169852,0.929201,0.798424,0.295682,-0.051270,-0.181333,1.106910,0.821324,0.671802,0.136630,-0.192896,-0.307226,-1.286089,-1.286066,-1.285997,-1.285790
0.929201,0.798424,0.295682,-0.051270,-0.181333,-0.432703,0.821324,0.671802,0.136630,-0.192896,-0.307226,-0.512714,-1.286066,-1.285997,-1.285790,-1.285168
0.798424,0.295682,-0.051270,-0.181333,-0.432703,-0.549009,0.671802,0.136630,-0.192896,-0.307226,-0.512714,-0.600403,-1.285997,-1.285790,-1.285168,-1.283303
0.295682,-0.051270,-0.181333,-0.432703,-0.549009,-0.741244,0.136630,-0.192896,-0.307226,-0.512714,-0.600403,-0.734142,-1.285790,-1.285168,-1.283303,-1.277709
-0.051270,-0.181333,-0.432703,-0.549009,-0.741244,-0.438420,-0.192896,-0.307226,-0.512714,-0.600403,-0.734142,-0.517138,-1.285168,-1.283303,-1.277709,-1.260925
-0.181333,-0.432703,-0.549009,-0.741244,-0.438420,-0.756966,-0.307226,-0.512714,-0.600403,-0.734142,-0.517138,-0.744424,-1.283303,-1.277709,-1.260925,-1.210575
-0.432703,-0.549009,-0.741244,-0.438420,-0.756966,-0.573307,-0.512714,-0.600403,-0.734142,-0.517138,-0.744424,-0.618096,-1.277709,-1.260925,-1.210575,-1.059523
-0.549009,-0.741244,-0.438420,-0.756966,-0.573307,-0.363563,-0.600403,-0.734142,-0.517138,-0.744424,-0.618096,-0.458312,-1.260925,-1.210575,-1.059523,-0.606369
-0.741244,-0.438420,-0.756966,-0.573307,-0.363563,-0.189551,-0.734142,-0.517138,-0.744424,-0.618096,-0.458312,-0.314272,-1.210575,-1.059523,-0.606369,0.174192
-0.438420,-0.756966,-0.573307,-0.363563,-0.189551,-0.093433,-0.517138,-0.744424,-0.618096,-0.458312,-0.314272,-0.230533,-1.059523,-0.606369,0.174192,0.365228
-0.756966,-0.573307,-0.363563,-0.189551,-0.093433,-0.130951,-0.744424,-0.618096,-0.458312,-0.314272,-0.230533,-0.263563,-0.606369,0.174192,0.365228,0.341800
-0.573307,-0.363563,-0.189551,-0.093433,-0.130951,-0.162574,-0.618096,-0.458312,-0.314272,-0.230533,-0.263563,-0.291062,0.174192,0.365228,0.341800,0.211881
-0.363563,-0.189551,-0.093433,-0.130951,-0.162574,-0.333549,-0.458312,-0.314272,-0.230533,-0.263563,-0.291062,-0.434184,0.365228,0.341800,0.211881,0.059036
-0.189551,-0.093433,-0.130951,-0.162574,-0.333549,-0.405369,-0.314272,-0.230533,-0.263563,-0.291062,-0.434184,-0.491404,0.341800,0.211881,0.059036,-0.085444
-0.093433,-0.130951,-0.162574,-0.333549,-0.405369,-0.490946,-0.230533,-0.263563,-0.291062,-0.434184,-0.491404,-0.557237,0.211881,0.059036,-0.085444,-0.193269
-0.130951,-0.162574,-0.333549,-0.405369,-0.490946,-0.637087,-0.263563,-0.291062,-0.434184,-0.491404,-0.557237,-0.663475,0.059036,-0.085444,-0.193269,-0.264624
-0.162574,-0.333549,-0.405369,-0.490946,-0.637087,-0.598140,-0.291062,-0.434184,-0.491404,-0.557237,-0.663475,-0.635950,-0.085444,-0.193269,-0.264624,-0.341189
-0.333549,-0.405369,-0.490946,-0.637087,-0.598140,-0.675856,-0.434184,-0.491404,-0.557237,-0.663475,-0.635950,-0.690286,-0.193269,-0.264624,-0.341189,-0.370028
-0.405369,-0.490946,-0.637087,-0.598140,-0.675856,-0.719270,-0.491404,-0.557237,-0.663475,-0.635950,-0.690286,-0.719597,-0.264624,-0.341189,-0.370028,-0.350607
-0.490946,-0.637087,-0.598140,-0.675856,-0.719270,-0.688541,-0.557237,-0.663475,-0.635950,-0.690286,-0.719597,-0.698929,-0.341189,-0.370028,-0.350607,-0.288570
-0.637087,-0.598140,-0.675856,-0.719270,-0.688541,-0.691578,-0.663475,-0.635950,-0.690286,-0.719597,-0.698929,-0.700989,-0.370028,-0.350607,-0.288570,-0.198613
-0.598140,-0.675856,-0.719270,-0.688541,-0.691578,-0.518101,-0.635950,-0.690286,-0.719597,-0.698929,-0.700989,-0.577580,-0.350607,-0.288570,-0.198613,-0.075007
-0.675856,-0.719270,-0.688541,-0.691578,-0.518101,-0.442529,-0.690286,-0.719597,-0.698929,-0.700989,-0.577580,-0.520310,-0.288570,-0.198613,-0.075007,0.060271
-0.719270,-0.688541,-0.691578,-0.518101,-0.442529,-0.309430,-0.719597,-0.698929,-0.700989,-0.577580,-0.520310,-0.414576,-0.198613,-0.075007,0.060271,0.228497
-0.688541,-0.691578,-0.518101,-0.442529,-0.309430,0.021801,-0.698929,-0.700989,-0.577580,-0.520310,-0.414576,-0.126399,-0.075007,0.060271,0.228497,0.485093
-0.691578,-0.518101,-0.442529,-0.309430,0.021801,0.276566,-0.700989,-0.577580,-0.520310,-0.414576,-0.126399,0.117587,0.060271,0.228497,0.485093,0.843253
-0.518101,-0.442529,-0.309430,0.021801,0.276566,0.655141,-0.577580,-0.520310,-0.414576,-0.126399,0.117587,0.512735,0.228497,0.485093,0.843253,1.136454
-0.442529,-0.309430,0.021801,0.276566,0.655141,0.943672,-0.520310,-0.414576,-0.126399,0.117587,0.512735,0.838119,0.485093,0.843253,1.136454,1.378840
-0.309430,0.021801,0.276566,0.655141,0.943672,1.524844,-0.414576,-0.126399,0.117587,0.512735,0.838119,1.551779,0.843253,1.136454,1.378840,1.555281
0.021801,0.276566,0.655141,0.943672,1.524844,1.879658,-0.126399,0.117587,0.512735,0.838119,1.551779,2.023032,1.136454,1.378840,1.555281,1.720768
0.276566,0.655141,0.943672,1.524844,1.879658,1.868938,0.117587,0.512735,0.838119,1.551779,2.023032,2.008419,1.378840,1.555281,1.720768,1.822465
0.655141,0.943672,1.524844,1.879658,1.868938,1.831956,0.512735,0.838119,1.551779,2.023032,2.008419,1.958182,1.555281,1.720768,1.822465,1.935032
0.943672,1.524844,1.879658,1.868938,1.831956,2.188735,0.838119,1.551779,2.023032,2.008419,1.958182,2.454102,1.720768,1.822465,1.935032,2.027829
1.524844,1.879658,1.868938,1.831956,2.188735,2.689690,1.551779,2.023032,2.008419,1.958182,2.454102,3.191311,1.822465,1.935032,2.027829,2.050289
1.879658,1.868938,1.831956,2.188735,2.689690,2.432602,2.023032,2.008419,1.958182,2.454102,3.191311,2.807169,1.935032,2.027829,2.050289,1.856497
1.868938,1.831956,2.188735,2.689690,2.432602,2.515142,2.008419,1.958182,2.454102,3.191311,2.807169,2.929183,2.027829,2.050289,1.856497,1.535843
1.831956,2.188735,2.689690,2.432602,2.515142,2.033660,1.958182,2.454102,3.191311,2.807169,2.929183,2.235485,2.050289,1.856497,1.535843,1.201914
2.188735,2.689690,2.432602,2.515142,2.033660,1.713685,2.454102,3.191311,2.807169,2.929183,2.235485,1.799376,1.856497,1.535843,1.201914,0.849031
2.689690,2.432602,2.515142,2.033660,1.713685,1.534135,3.191311,2.807169,2.929183,2.235485,1.799376,1.563785,1.535843,1.201914,0.849031,0.512413
2.432602,2.515142,2.033660,1.713685,1.534135,0.916874,2.807169,2.929183,2.235485,1.799376,1.563785,0.807056,1.201914,0.849031,0.512413,0.216557
2.515142,2.033660,1.713685,1.534135,0.916874,0.340168,2.929183,2.235485,1.799376,1.563785,0.807056,0.181328,0.849031,0.512413,0.216557,-0.023557
2.033660,1.713685,1.534135,0.916874,0.340168,0.072897,2.235485,1.799376,1.563785,0.807056,0.181328,-0.078958,0.512413,0.216557,-0.023557,-0.184402
1.713685,1.534135,0.916874,0.340168,0.072897,-0.340695,1.799376,1.563785,0.807056,0.181328,-0.078958,-0.439957,0.216557,-0.023557,-0.184402,-0.281423
1.534135,0.916874,0.340168,0.072897,-0.340695,-0.435383,1.563785,0.807056,0.181328,-0.078958,-0.439957,-0.514789,-0.023557,-0.184402,-0.281423,-0.314070
0.916874,0.340168,0.072897,-0.340695,-0.435383,-0.541684,0.807056,0.181328,-0.078958,-0.439957,-0.514789,-0.595026,-0.184402,-0.281423,-0.314070,-0.295033
0.340168,0.072897,-0.340695,-0.435383,-0.541684,-0.661563,0.181328,-0.078958,-0.439957,-0.514789,-0.595026,-0.680471,-0.281423,-0.314070,-0.295033,-0.234733
0.072897,-0.340695,-0.435383,-0.541684,-0.661563,-0.652452,-0.078958,-0.439957,-0.514789,-0.595026,-0.680471,-0.674171,-0.314070,-0.295033,-0.234733,-0.177773
-0.340695,-0.435383,-0.541684,-0.661563,-0.652452,-0.695151,-0.439957,-0.514789,-0.595026,-0.680471,-0.674171,-0.703407,-0.295033,-0.234733,-0.177773,-0.143673
-0.435383,-0.541684,-0.661563,-0.652452,-0.695151,-0.725701,-0.514789,-0.595026,-0.680471,-0.674171,-0.703407,-0.723875,-0.234733,-0.177773,-0.143673,-0.180244
-0.541684,-0.661563,-0.652452,-0.695151,-0.725701,-0.738386,-0.595026,-0.680471,-0.674171,-0.703407,-0.723875,-0.732261,-0.177773,-0.143673,-0.180244,-0.244719
-0.661563,-0.652452,-0.695151,-0.725701,-0.738386,-0.805025,-0.680471,-0.674171,-0.703407,-0.723875,-0.732261,-0.775210,-0.143673,-0.180244,-0.244719,-0.349855
-0.652452,-0.695151,-0.725701,-0.738386,-0.805025,-0.876845,-0.674171,-0.703407,-0.723875,-0.732261,-0.775210,-0.819344,-0.180244,-0.244719,-0.349855,-0.471775
-0.695151,-0.725701,-0.738386,-0.805025,-0.876845,-0.911862,-0.703407,-0.723875,-0.732261,-0.775210,-0.819344,-0.840017,-0.244719,-0.349855,-0.471775,-0.573655
-0.725701,-0.738386,-0.805025,-0.876845,-0.911862,-1.034778,-0.723875,-0.732261,-0.775210,-0.819344,-0.840017,-0.907923,-0.349855,-0.471775,-0.573655,-0.671311
-0.738386,-0.805025,-0.876845,-0.911862,-1.034778,-1.032098,-0.732261,-0.775210,-0.819344,-0.840017,-0.907923,-0.906523,-0.471775,-0.573655,-0.671311,-0.763139
-0.805025,-0.876845,-0.911862,-1.034778,-1.032098,-1.195391,-0.775210,-0.819344,-0.840017,-0.907923,-0.906523,-0.984531,-0.573655,-0.671311,-0.763139,-0.832673
-0.876845,-0.911862,-1.034778,-1.032098,-1.195391,-1.183243,-0.819344,-0.840017,-0.907923,-0.906523,-0.984531,-0.979267,-0.671311,-0.763139,-0.832673,-0.858106
-0.911862,-1.034778,-1.032098,-1.195391,-1.183243,-1.207540,-0.840017,-0.907923,-0.906523,-0.984531,-0.979267,-0.989701,-0.763139,-0.832673,-0.858106,-0.853847
-1.034778,-1.032098,-1.195391,-1.183243,-1.207540,-1.266139,-0.907923,-0.906523,-0.984531,-0.979267,-0.989701,-1.013264,-0.832673,-0.858106,-0.853847,-0.803834
-1.032098,-1.195391,-1.183243,-1.207540,-1.266139,-1.198250,-0.906523,-0.984531,-0.979267,-0.989701,-1.013264,-0.985756,-0.858106,-0.853847,-0.803834,-0.666568
-1.195391,-1.183243,-1.207540,-1.266139,-1.198250,-1.169129,-0.984531,-0.979267,-0.989701,-1.013264,-0.985756,-0.973036,-0.853847,-0.803834,-0.666568,-0.422513
-1.183243,-1.207540,-1.266139,-1.198250,-1.169129,-1.030491,-0.979267,-0.989701,-1.013264,-0.985756,-0.973036,-0.905682,-0.803834,-0.666568,-0.422513,-0.064136
-1.207540,-1.266139,-1.198250,-1.169129,-1.030491,-0.793948,-0.989701,-1.013264,-0.985756,-0.973036,-0.905682,-0.768202,-0.666568,-0.422513,-0.064136,0.416394
-1.266139,-1.198250,-1.169129,-1.030491,-0.793948,-0.590458,-1.013264,-0.985756,-0.973036,-0.905682,-0.768202,-0.630452,-0.422513,-0.064136,0.416394,0.914524
-1.198250,-1.169129,-1.030491,-0.793948,-0.590458,-0.158822,-0.985756,-0.973036,-0.905682,-0.768202,-0.630452,-0.287816,-0.064136,0.416394,0.914524,1.349533
-1.169129,-1.030491,-0.793948,-0.590458,-0.158822,0.235475,-0.973036,-0.905682,-0.768202,-0.630452,-0.287816,0.076995,0.416394,0.914524,1.349533,1.632965
-1.030491,-0.793948,-0.590458,-0.158822,0.235475,0.534011,-0.905682,-0.768202,-0.630452,-0.287816,0.076995,0.382252,0.914524,1.349533,1.632965,1.739454
-0.793948,-0.590458,-0.158822,0.235475,0.534011,0.568492,-0.768202,-0.630452,-0.287816,0.076995,0.382252,0.419016,1.349533,1.632965,1.739454,1.728499
-0.590458,-0.158822,0.235475,0.534011,0.568492,0.885966,-0.630452,-0.287816,0.076995,0.382252,0.419016,0.771441,1.632965,1.739454,1.728499,1.620324
-0.158822,0.235475,0.534011,0.568492,0.885966,0.835049,-0.287816,0.076995,0.382252,0.419016,0.771441,0.713265,1.739454,1.728499,1.620324,1.396173
0.235475,0.534011,0.568492,0.885966,0.835049,0.832905,0.076995,0.382252,0.419016,0.771441,0.713265,0.710829,1.728499,1.620324,1.396173,1.086774
0.534011,0.568492,0.885966,0.835049,0.832905,0.546339,0.382252,0.419016,0.771441,0.713265,0.710829,0.395360,1.620324,1.396173,1.086774,0.809321
0.568492,0.885966,0.835049,0.832905,0.546339,0.373934,0.419016,0.771441,0.713265,0.710829,0.395360,0.215613,1.396173,1.086774,0.809321,0.735695
0.885966,0.835049,0.832905,0.546339,0.373934,0.461655,0.771441,0.713265,0.710829,0.395360,0.215613,0.306099,1.086774,0.809321,0.735695,0.533754
0.835049,0.832905,0.546339,0.373934,0.461655,0.089691,0.713265,0.710829,0.395360,0.215613,0.306099,-0.063198,0.809321,0.735695,0.533754,0.328774
0.832905,0.546339,0.373934,0.461655,0.089691,-0.178831,0.710829,0.395360,0.215613,0.306099,-0.063198,-0.305077,0.735695,0.533754,0.328774,0.083884
0.546339,0.373934,0.461655,0.089691,-0.178831,-0.209918,0.395360,0.215613,0.306099,-0.063198,-0.305077,-0.331642,0.533754,0.328774,0.083884,0.033687
0.373934,0.461655,0.089691,-0.178831,-0.209918,0.315156,0.215613,0.306099,-0.063198,-0.305077,-0.331642,0.156130,0.328774,0.083884,0.033687,0.074232
0.461655,0.089691,-0.178831,-0.209918,0.315156,-0.320685,0.306099,-0.063198,-0.305077,-0.331642,0.156130,-0.423751,0.083884,0.033687,0.074232,0.167045
0.089691,-0.178831,-0.209918,0.315156,-0.320685,-0.242612,-0.063198,-0.305077,-0.331642,0.156130,-0.423751,-0.359246,0.033687,0.074232,0.167045,0.305346
-0.178831,-0.209918,0.315156,-0.320685,-0.242612,-0.058595,-0.305077,-0.331642,0.156130,-0.423751,-0.359246,-0.199474,0.074232,0.167045,0.305346,0.447755
-0.209918,0.315156,-0.320685,-0.242612,-0.058595,0.074683,-0.331642,0.156130,-0.423751,-0.359246,-0.199474,-0.077285,0.167045,0.305346,0.447755,0.570058
0.315156,-0.320685,-0.242612,-0.058595,0.074683,0.550805,0.156130,-0.423751,-0.359246,-0.199474,-0.077285,0.400120,0.305346,0.447755,0.570058,0.607146
-0.320685,-0.242612,-0.058595,0.074683,0.550805,0.104698,-0.423751,-0.359246,-0.199474,-0.077285,0.400120,-0.049046,0.447755,0.570058,0.607146,0.787445
-0.242612,-0.058595,0.074683,0.550805,0.104698,0.359106,-0.359246,-0.199474,-0.077285,0.400120,-0.049046,0.200519,0.570058,0.607146,0.787445,1.229617
-0.058595,0.074683,0.550805,0.104698,0.359106,0.939742,-0.199474,-0.077285,0.400120,-0.049046,0.200519,0.833552,0.607146,0.787445,1.229617,1.649229
0.074683,0.550805,0.104698,0.359106,0.939742,1.237385,-0.077285,0.400120,-0.049046,0.200519,0.833552,1.189414,0.787445,1.229617,1.649229,1.765788
0.550805,0.104698,0.359106,0.939742,1.237385,1.789257,0.400120,-0.049046,0.200519,0.833552,1.189414,1.900522,1.229617,1.649229,1.765788,1.609452
0.104698,0.359106,0.939742,1.237385,1.789257,1.831063,-0.049046,0.200519,0.833552,1.189414,1.900522,1.956972,1.649229,1.765788,1.609452,1.256085
0.359106,0.939742,1.237385,1.789257,1.831063,1.696891,0.200519,0.833552,1.189414,1.900522,1.956972,1.777058,1.765788,1.609452,1.256085,0.766672
0.939742,1.237385,1.789257,1.831063,1.696891,1.317066,0.833552,1.189414,1.900522,1.956972,1.777058,1.288061,1.609452,1.256085,0.766672,0.249287
1.237385,1.789257,1.831063,1.696891,1.317066,0.800389,1.189414,1.900522,1.956972,1.777058,1.288061,0.674019,1.256085,0.766672,0.249287,-0.171577
1.789257,1.831063,1.696891,1.317066,0.800389,0.324446,1.900522,1.956972,1.777058,1.288061,0.674019,0.165470,0.766672,0.249287,-0.171577,-0.499478
1.831063,1.696891,1.317066,0.800389,0.324446,0.027518,1.956972,1.777058,1.288061,0.674019,0.165470,-0.121129,0.249287,-0.171577,-0.499478,-0.733965
1.696891,1.317066,0.800389,0.324446,0.027518,-0.435383,1.777058,1.288061,0.674019,0.165470,-0.121129,-0.514789,-0.171577,-0.499478,-0.733965,-0.887329
1.317066,0.800389,0.324446,0.027518,-0.435383,-0.606894,1.288061,0.674019,0.165470,-0.121129,-0.514789,-0.642187,-0.499478,-0.733965,-0.887329,-0.982780
0.800389,0.324446,0.027518,-0.435383,-0.606894,-0.757145,0.674019,0.165470,-0.121129,-0.514789,-0.642187,-0.744541,-0.733965,-0.887329,-0.982780,-1.051747
0.324446,0.027518,-0.435383,-0.606894,-0.757145,-0.965459,0.165470,-0.121129,-0.514789,-0.642187,-0.744541,-0.870542,-0.887329,-0.982780,-1.051747,-1.086197
0.027518,-0.435383,-0.606894,-0.757145,-0.965459,-0.914006,-0.121129,-0.514789,-0.642187,-0.744541,-0.870542,-0.841264,-0.982780,-1.051747,-1.086197,-1.107672
-0.435383,-0.606894,-0.757145,-0.965459,-0.914006,-1.061041,-0.514789,-0.642187,-0.744541,-0.870542,-0.841264,-0.921438,-1.051747,-1.086197,-1.107672,-1.115103
-0.606894,-0.757145,-0.965459,-0.914006,-1.061041,-1.159660,-0.642187,-0.744541,-0.870542,-0.841264,-0.921438,-0.968788,-1.086197,-1.107672,-1.115103,-1.103848
-0.757145,-0.965459,-0.914006,-1.061041,-1.159660,-1.060862,-0.744541,-0.870542,-0.841264,-0.921438,-0.968788,-0.921347,-1.107672,-1.115103,-1.103848,-1.087583
